26/01/2012 00:37:03;0;26
26/01/2012 00:55:12;2;41
26/01/2012 01:26:08;2;58
26/01/2012 01:27:14;0;9
26/01/2012 02:30:49;0;21
26/01/2012 02:51:35;269;64
26/01/2012 03:47:03;0;798
26/01/2012 05:01:28;0;43
26/01/2012 05:05:50;2;2224
26/01/2012 05:19:22;0;2
26/01/2012 05:23:05;0;15
26/01/2012 05:23:50;6;932
26/01/2012 05:33:07;0;55
26/01/2012 05:49:58;0;2
26/01/2012 05:50:26;2;2
26/01/2012 06:28:59;2;17
26/01/2012 07:02:04;0;2457
26/01/2012 07:46:18;0;2214
26/01/2012 09:28:01;0;311
26/01/2012 11:44:15;2;2
26/01/2012 12:08:06;158;19
26/01/2012 12:08:08;107;47
26/01/2012 12:08:10;107;73
26/01/2012 12:08:11;107;85
26/01/2012 12:08:12;104;98
26/01/2012 12:08:13;104;111
26/01/2012 12:08:14;107;104
26/01/2012 12:08:15;104;104
26/01/2012 12:08:16;104;104
26/01/2012 12:08:17;104;104
26/01/2012 12:08:18;104;104
26/01/2012 12:08:19;102;104
26/01/2012 12:08:20;104;104
26/01/2012 12:08:21;68;98
26/01/2012 12:08:22;68;94
26/01/2012 12:08:24;66;85
26/01/2012 12:08:25;70;81
26/01/2012 12:08:27;66;73
26/01/2012 12:08:28;68;66
26/01/2012 12:08:28;68;66
26/01/2012 12:08:29;66;66
26/01/2012 12:08:30;68;66
26/01/2012 12:08:31;66;66
26/01/2012 12:08:32;68;66
26/01/2012 12:08:33;66;66
26/01/2012 12:08:34;68;66
26/01/2012 12:08:35;64;66
26/01/2012 12:08:36;68;66
26/01/2012 12:08:37;66;66
26/01/2012 12:08:38;64;66
26/01/2012 12:08:39;66;66
26/01/2012 12:08:40;66;66
26/01/2012 12:08:41;66;66
26/01/2012 12:08:42;66;66
26/01/2012 12:08:43;64;64
26/01/2012 12:08:44;64;64
26/01/2012 12:08:45;68;64
26/01/2012 12:08:46;64;64
26/01/2012 12:08:47;66;64
26/01/2012 12:08:48;66;64
26/01/2012 12:08:49;66;64
26/01/2012 12:08:51;64;64
26/01/2012 12:08:52;66;64
26/01/2012 12:08:53;64;64
26/01/2012 12:08:54;66;64
26/01/2012 12:08:55;64;64
26/01/2012 12:08:56;64;64
26/01/2012 12:08:57;66;64
26/01/2012 12:08:58;64;64
26/01/2012 12:08:59;66;64
26/01/2012 12:08:59;64;64
26/01/2012 12:09:00;66;64
26/01/2012 12:09:01;64;64
26/01/2012 12:09:02;62;64
26/01/2012 12:09:03;64;64
26/01/2012 12:09:04;64;64
26/01/2012 12:09:05;64;64
26/01/2012 12:09:06;66;64
26/01/2012 12:09:07;62;64
26/01/2012 12:09:08;66;64
26/01/2012 12:09:09;62;62
26/01/2012 12:09:10;66;64
26/01/2012 12:09:11;64;64
26/01/2012 12:09:12;64;64
26/01/2012 12:09:13;64;64
26/01/2012 12:09:14;60;62
26/01/2012 12:09:15;66;64
26/01/2012 12:09:16;66;64
26/01/2012 12:09:17;62;62
26/01/2012 12:09:18;64;62
26/01/2012 12:09:19;64;62
26/01/2012 12:09:20;62;62
26/01/2012 12:09:21;64;62
26/01/2012 12:09:22;62;62
26/01/2012 12:09:23;66;62
26/01/2012 12:09:24;60;62
26/01/2012 12:09:25;66;62
26/01/2012 12:09:26;62;62
26/01/2012 12:09:27;60;62
26/01/2012 12:09:28;64;62
