26/01/2012 19:03:11;13;17
26/01/2012 19:03:29;13;13
26/01/2012 19:03:47;13;13
26/01/2012 19:04:20;13;13
26/01/2012 19:04:36;13;13
26/01/2012 19:04:54;13;13
26/01/2012 19:05:12;13;13
26/01/2012 19:05:28;15;13
26/01/2012 19:05:46;15;13
26/01/2012 19:06:04;17;15
26/01/2012 19:06:18;15;15
26/01/2012 19:06:36;15;15
26/01/2012 19:06:53;15;13
26/01/2012 19:07:09;15;13
26/01/2012 19:07:29;15;13
26/01/2012 19:07:43;15;13
26/01/2012 19:08:01;15;15
26/01/2012 19:08:29;13;13
26/01/2012 19:08:45;17;15
26/01/2012 19:09:03;17;15
26/01/2012 19:09:21;15;15
26/01/2012 19:09:35;15;15
26/01/2012 19:09:53;15;13
26/01/2012 19:10:11;15;13
26/01/2012 19:10:25;17;15
26/01/2012 19:10:42;17;15
26/01/2012 19:10:59;19;17
26/01/2012 19:11:23;19;17
26/01/2012 19:11:41;19;17
26/01/2012 19:11:59;15;15
26/01/2012 19:12:17;17;17
26/01/2012 19:12:31;17;17
26/01/2012 19:12:49;19;17
26/01/2012 19:13:06;17;17
26/01/2012 19:13:24;17;17
26/01/2012 19:13:39;17;17
26/01/2012 19:13:57;15;13
26/01/2012 19:14:14;17;17
26/01/2012 19:14:28;17;17
26/01/2012 19:14:42;17;15
26/01/2012 19:15:00;17;17
26/01/2012 19:15:18;17;17
26/01/2012 19:15:32;15;15
26/01/2012 19:15:50;15;15
26/01/2012 19:16:08;15;15
26/01/2012 19:16:22;13;13
26/01/2012 19:16:40;15;13
26/01/2012 19:16:58;13;13
26/01/2012 19:17:12;15;15
26/01/2012 19:17:30;15;13
26/01/2012 19:17:48;15;13
26/01/2012 19:18:02;15;15
26/01/2012 19:18:20;15;13
26/01/2012 19:18:35;15;13
26/01/2012 19:18:53;13;13
26/01/2012 19:19:09;15;13
26/01/2012 19:19:26;15;13
26/01/2012 19:20:00;15;13
26/01/2012 19:20:18;13;13
26/01/2012 19:20:35;15;13
26/01/2012 19:20:50;15;13
26/01/2012 19:21:08;15;13
26/01/2012 19:21:31;13;13
26/01/2012 19:21:49;15;13
26/01/2012 19:22:07;13;13
26/01/2012 19:22:25;15;13
26/01/2012 19:22:39;15;13
26/01/2012 19:22:57;15;13
26/01/2012 19:23:30;13;13
26/01/2012 19:23:48;13;13
26/01/2012 19:24:06;13;13
26/01/2012 19:24:20;15;13
26/01/2012 19:24:38;13;13
26/01/2012 19:25:02;15;13
26/01/2012 19:25:20;13;13
26/01/2012 19:25:38;13;13
26/01/2012 19:25:54;15;13
26/01/2012 19:26:12;13;13
26/01/2012 19:26:29;15;13
26/01/2012 19:26:47;15;13
26/01/2012 19:27:05;15;13
26/01/2012 19:27:23;15;13
26/01/2012 19:27:41;15;13
26/01/2012 19:27:59;15;13
26/01/2012 19:28:16;15;13
26/01/2012 19:28:48;15;13
26/01/2012 19:29:05;15;13
26/01/2012 19:29:23;15;15
26/01/2012 19:29:38;15;13
26/01/2012 19:29:55;13;13
26/01/2012 19:30:13;13;13
26/01/2012 19:30:28;13;13
26/01/2012 19:30:46;13;13
26/01/2012 19:31:01;15;13
26/01/2012 19:31:18;13;13
26/01/2012 19:31:36;15;13
26/01/2012 19:31:54;15;15
26/01/2012 19:32:12;15;13
26/01/2012 19:32:30;15;13
26/01/2012 19:32:48;15;13
26/01/2012 19:33:02;13;13
26/01/2012 19:33:20;15;13
26/01/2012 19:33:38;15;13
26/01/2012 19:33:52;15;13
26/01/2012 19:34:10;15;13
26/01/2012 19:34:26;13;13
26/01/2012 19:34:42;13;13
26/01/2012 19:35:00;15;13
26/01/2012 19:35:14;13;13
26/01/2012 19:35:32;15;13
26/01/2012 19:35:50;15;13
26/01/2012 19:36:05;13;13
26/01/2012 19:36:21;13;13
26/01/2012 19:36:38;15;13
26/01/2012 19:36:56;15;13
 
