06/01/2012 00:08:50;134;55
06/01/2012 00:08:52;139;73
06/01/2012 00:08:53;141;107
06/01/2012 00:08:55;139;124
06/01/2012 00:08:56;141;143
06/01/2012 00:08:57;141;139
06/01/2012 00:08:59;143;139
06/01/2012 00:09:00;143;141
06/01/2012 00:09:02;143;141
06/01/2012 00:09:03;143;141
06/01/2012 00:09:05;145;141
06/01/2012 00:09:06;143;141
06/01/2012 00:09:08;145;143
06/01/2012 00:09:09;145;143
06/01/2012 00:09:10;145;143
06/01/2012 00:09:12;147;145
06/01/2012 00:09:13;145;145
06/01/2012 00:09:15;147;145
06/01/2012 00:09:15;147;145
06/01/2012 00:09:16;149;145
06/01/2012 00:09:18;149;147
06/01/2012 00:09:19;149;147
06/01/2012 00:09:21;149;147
06/01/2012 00:09:22;151;149
06/01/2012 00:09:24;149;149
06/01/2012 00:09:25;151;149
06/01/2012 00:09:27;151;149
06/01/2012 00:09:28;151;149
06/01/2012 00:09:30;151;149
06/01/2012 00:09:31;149;149
06/01/2012 00:09:31;151;149
06/01/2012 00:09:32;151;149
06/01/2012 00:09:34;149;149
06/01/2012 00:09:35;151;149
06/01/2012 00:09:37;151;149
06/01/2012 00:09:38;149;149
06/01/2012 00:09:40;151;149
06/01/2012 00:09:41;149;149
06/01/2012 00:09:42;151;149
06/01/2012 00:09:44;149;149
06/01/2012 00:09:45;149;149
06/01/2012 00:09:47;151;149
06/01/2012 00:09:48;149;149
06/01/2012 00:09:50;149;149
06/01/2012 00:09:51;149;149
06/01/2012 00:09:52;151;149
06/01/2012 00:09:54;149;149
06/01/2012 00:09:55;151;149
06/01/2012 00:09:57;149;149
06/01/2012 00:09:58;151;149
06/01/2012 00:10:00;151;149
06/01/2012 00:10:01;151;149
06/01/2012 00:10:03;149;149
06/01/2012 00:10:04;151;149
06/01/2012 00:10:06;149;149
06/01/2012 00:10:07;149;149
06/01/2012 00:10:09;151;149
06/01/2012 00:10:10;149;149
06/01/2012 00:10:12;149;149
06/01/2012 00:10:14;149;149
06/01/2012 00:10:15;149;149
06/01/2012 00:10:17;149;149
06/01/2012 00:10:18;149;149
06/01/2012 00:10:20;149;149
06/01/2012 00:10:21;149;149
06/01/2012 00:10:23;149;149
06/01/2012 00:10:24;147;147
06/01/2012 00:10:26;149;147
06/01/2012 00:10:27;149;147
06/01/2012 00:10:29;147;147
06/01/2012 00:10:30;147;147
06/01/2012 00:10:32;149;147
06/01/2012 00:10:33;147;147
06/01/2012 00:10:34;149;147
06/01/2012 00:10:36;147;147
06/01/2012 00:10:37;149;147
06/01/2012 00:10:39;147;147
06/01/2012 00:10:40;147;147
06/01/2012 00:10:42;147;147
06/01/2012 00:10:43;147;147
06/01/2012 00:10:45;147;147
06/01/2012 00:10:46;145;145
06/01/2012 00:10:47;147;145
06/01/2012 00:10:49;147;145
06/01/2012 00:10:50;145;145
06/01/2012 00:10:52;147;145
06/01/2012 00:10:53;145;145
06/01/2012 00:10:55;145;145
06/01/2012 00:10:56;145;145
06/01/2012 00:10:58;145;145
06/01/2012 00:10:59;145;145
06/01/2012 00:11:01;145;145
06/01/2012 00:11:02;145;145
06/01/2012 00:11:04;145;145
06/01/2012 00:11:05;145;143
06/01/2012 00:11:07;143;143
06/01/2012 00:11:09;143;143
06/01/2012 00:11:10;145;143
06/01/2012 00:11:12;143;143
06/01/2012 00:11:13;143;143
06/01/2012 00:11:15;145;143
06/01/2012 00:11:16;143;143
06/01/2012 00:11:18;143;143
06/01/2012 00:11:19;143;143
06/01/2012 00:11:21;143;143
06/01/2012 00:11:22;143;143
06/01/2012 00:11:24;143;141
06/01/2012 00:11:25;141;141
06/01/2012 00:11:27;143;141
06/01/2012 00:11:28;141;141
06/01/2012 00:11:29;143;141
06/01/2012 00:11:31;141;141
06/01/2012 00:11:32;141;141
06/01/2012 00:11:34;141;141
06/01/2012 00:11:35;141;141
06/01/2012 00:11:37;141;141
06/01/2012 00:11:38;141;141
06/01/2012 00:11:39;139;139
06/01/2012 00:11:41;141;139
06/01/2012 00:11:42;141;139
06/01/2012 00:11:44;141;139
06/01/2012 00:11:45;141;139
06/01/2012 00:11:47;141;139
06/01/2012 00:11:48;139;139
06/01/2012 00:11:49;139;139
06/01/2012 00:11:51;139;139
06/01/2012 00:11:52;141;139
06/01/2012 00:11:54;139;139
06/01/2012 00:11:55;139;139
06/01/2012 00:11:57;139;139
06/01/2012 00:11:58;139;139
06/01/2012 00:11:59;139;139
06/01/2012 00:12:01;139;139
06/01/2012 00:12:03;139;139
06/01/2012 00:12:04;139;139
06/01/2012 00:12:05;139;139
06/01/2012 00:12:07;139;136
06/01/2012 00:12:08;139;136
06/01/2012 00:12:10;136;136
06/01/2012 00:12:11;139;136
06/01/2012 00:12:13;139;136
06/01/2012 00:12:14;139;136
06/01/2012 00:12:16;136;136
06/01/2012 00:12:17;139;136
06/01/2012 00:12:18;136;136
06/01/2012 00:12:20;139;136
06/01/2012 00:12:21;136;136
06/01/2012 00:12:23;136;136
06/01/2012 00:12:24;139;136
06/01/2012 00:12:26;136;136
06/01/2012 00:12:27;139;136
06/01/2012 00:12:28;136;136
06/01/2012 00:12:30;136;136
06/01/2012 00:12:31;136;136
06/01/2012 00:12:33;136;136
06/01/2012 00:12:34;136;136
06/01/2012 00:12:36;136;136
06/01/2012 00:12:37;136;136
06/01/2012 00:12:38;136;136
06/01/2012 00:12:40;136;136
06/01/2012 00:12:41;134;134
06/01/2012 00:12:43;136;134
